id,subset_id,gender,age,video1,video2,video3
59b32437,a_3fe57e9a,1,2,12UlaKyRjOc,DAiWR7BKqxY,jO73_iP5z9Y
59cab64e,a_eada2100,0,4,KW631V6dsYI,DZircHAnh5E,HXGgmVZu1wI
59d9e81a,a_f30344df,1,4,DZTAXk2NOdc,-k1wAUF0NL8,J36z7AnhvOM
5a690860,a_02ac9fef,0,4,a2kd7ThELAo,9bYWpUN7rgw,QjJP0y3ve4A
5a9200df,a_ca0e48b0,0,4,qoFrUoRj0u4,cm0bcaGchmw,HhOmWCepYv4
5ac4964e,a_9d0cedbf,0,5,yczyoVPxUWg,_329geENSGU,A7HDHksOqkM
5adc42ec,a_253650b8,0,2,YEyE_7MWePY,uuPQd0qRZro,XHMUFuHG_U0
5b4ad664,a_cf98c77e,1,5,JHRLxH_PrHo,RF8zbEHBEto,S9zjdlcpA8M
5b4ec50d,a_cc9fb925,0,2,fGeipVbBO0g,XyzJFagIrwg,1tOcNASRync
5b570cb9,a_ef127a78,0,3,RNBiaZbFGII,utmsRwa9oEY,VaRbTEXBwW8
5b638ccc,a_07392b8a,0,4,I1uoQ4FnW-M,8vIdA_YdWbQ,-9i8lQU6Ukg
5bca87e0,b_c628049f,1,5,H5OKsLJNmLU,"",""
5bee1681,a_7b29e23f,0,5,CoxpbqTetrU,bnLpef9P33g,ZYaR2TjADzU
5cc18d0c,a_29008b58,0,3,XchcM_1z2u0,Cvg_LMHrAa0,ILnORoqDKtY
5d33acc2,a_3fe57e9a,0,3,4jFNQz5ik-U,hBM5c-hEMsY,hepgb-pjGyY
5d370ed1,a_90a6ea35,0,3,AVjttsMpzhk,XtGlDTlnxBg,0CvvBEveyek
5ef7de74,a_e5c021cb,1,2,O6FaZwpv1hE,smeDtYJaPnE,wJpSugF85go
5f3cd546,a_8064bf1a,1,3,imCv305hcfI,coYw-eVU0Ks,uCbg_uS9aEU
5f5ab766,a_fcb5bd36,1,4,1e2jByS7o88,nWvXHZj4lm0,X36Q8woguIY
5f9348a6,a_f30344df,0,3,jopg5oiTr5g,kVYcHa_48qY,wyOGoFZp44Q
5fcec6d4,b_f5352884,1,2,pBLghzDfnL8,LjfOqGPwScA,jR-59GLu-A8
60000d07,a_d93f639c,0,4,G7saU93B8SM,dYAKUAV3KQ4,YzoOtAW4zFw
60091918,a_124b2b81,1,2,A-uIDxTo9zY,0j4QDSUGrFY,NNTZaLonplA
60301668,b_af86a83b,1,3,BTsXFheBmHc,7L6ITuEIfmE,kSnN-Xpo9RA
60411760,a_6ab2a6c2,1,1,yOHaxPN636k,qywNl-EreFU,jLvlOtIfUmY
60504695,c_970d2a51,1,3,dltPHAmdI2U,oE-7gx7SQmw,uQawrz-u-aY
61768817,c_bc149f42,1,2,"","",""
61c13ab0,a_fcb5bd36,0,3,_7Z9FpW53iA,HqhxbsM88-4,Efy12sEUAtM
620f5716,a_41c9dff6,0,3,GJPPK2rIeMg,t_FrkBNGlxA,8d2RyotAGn4
622116b8,c_95aa7a89,0,4,4oqYGdPeWR8,ao0NkKSoVrk,WJmE6Y_RUJA
626e799d,a_ac8bf375,0,5,Lw-Evj9bwXo,PAeV2GZckiI,GyyA6jMxSNs
62b50088,b_af86a83b,0,2,"","",""
6344a6eb,a_35a978c4,1,4,pgXpM4l_MwI,1kUZ0LoUELI,abKcYyQ1V7Y
635c4454,b_af86a83b,0,3,Nuy3XE8vjgc,tynCwTLRX7o,MUSpJdlujb0
637e8b52,b_ca5535c4,0,5,EHPK0knuhRo,9kTuVglAonY,V99gXTLHadM
63c02c38,c_7f59f421,0,4,29fLtHOhLvA,uvjO-BPAAzM,29hjXXe4XlY
63cd6782,a_6484f669,0,5,"","",""
6437e4d5,a_3a735b61,1,1,FPV0xpIXzOI,2f88uZD6ZEw,F71zTEPwy5c
64795c45,c_95aa7a89,0,3,0CyJDcAZl7A,iKWmRIflEhc,42Vc6KxolbY
64b3483b,a_35a978c4,1,3,"","",""
651298c4,a_da8221d9,0,2,N9zhkuXWDyY,fCMffw4qq4k,l3SXl-ejvVc
65ea1931,b_6957fcd5,0,2,NhLIT_gujm0,pJtvOK6WSH8,rzorP3oBZ10
65fc6957,a_195fafca,1,2,zfMrKOoqMpg,xmaBQvD_ox8,356x5bg5Acg
66119ee7,a_76cfae4c,0,3,PeCPh4qs9EU,F2RnxZnubCM,NL_TqeUunUs
663cc15c,b_0f894663,0,2,QuJj7HVFbOk,gxFmmR9o1DY,M3HmE5Dt5A0
66f25312,a_2d846716,0,3,iMYq9KdHsKU,gtPn1hchv-k,Jh0XKwBUBgw
677482d4,a_1e62eff3,0,4,5FAIBGrZYhs,Tv6kvtagui0,EmdwoDxCcNQ
6897e222,a_ff99ef7e,0,3,EuDME1JHicY,eciPg6fcCVc,7NK_JOkuSVY
68ff06df,a_964f2afc,1,2,SnjsvlVSu2Q,-Axq351c5s4,7RjvRloIIP4
691c67b9,c_95aa7a89,1,3,d1DJkiwTFxo,Ua6J05Q9jXs,6GTFrSJ4HEo
6920efc0,c_a062a225,1,3,bSt6QSa2QKs,NNp08pT3G8g,5HB43YxzE6M
6972e464,a_dbae58e0,0,2,_Nv-Ex2XiVM,aVnt1Czxzk8,ipkY3C-IFCo
6a160e10,c_db214b97,1,5,tfkd5foZuX4,-AftvAs0B-g,HEeAlmN9-BU
6a25942c,a_4806747f,0,4,uOiqLKRyhq4,LRVZKuCWkPM,Eeq2GCcwcsQ
6a2d8084,c_fc69c217,0,4,yoJ8Lc64V9E,B7XTkvWTD1w,OYmqSj1xql4
6a2def4f,a_35a978c4,0,4,Wj-p2ynEcdA,OqVuQCOV6vo,U6bZm1_nUkY
6a4e0c46,b_0f894663,1,4,feSVtC1BSeQ,"",""
6bb94c0d,a_6484f669,0,3,LGr0jEr0zLg,2pG4TJyjaQA,jDEVhqd9Jag
6c31bf36,c_669d48e4,1,2,eSwFXH8UN_o,55p46DFaO6c,TLBjw8fBepY
6c3c260d,c_a062a225,0,1,NX91oLl1W1c,phfoVi4X1Xk,qhsrWzQZGAI
6c7e8edf,a_af750dcb,0,3,Ntt6vNSXh1k,vjHTSg-ykw0,5Nu3vB4BL4M
6d0c3434,a_44e165a9,1,1,GV8ICFzpcDc,nB2Ot6y9NxY,H8rHrGSLSOQ
6d5b3ad7,a_fcb5bd36,1,2,Wd9dYtB3Ah4,t9rKNcUN67E,38oV8H8Iszg
6d6179e2,a_eada2100,0,3,93KTV08P0hM,9FPx4B6CU8U,BR69pi46d_8
6dab6c8b,a_b6254a32,0,3,7N39G6bBlnQ,0NkDkeNZFRQ,8hnvwHZW7KY
6e4c30c9,a_fcb5bd36,0,3,"","",""
6e7b3778,a_29008b58,1,3,yNnfRMiVsDI,mMaWhGJXjKg,CBzDQINMtSk
6fa96e74,a_abf44737,0,3,hTI7lcakiLw,JZDhVkcGbao,jJH0VKFUIfE
6fb0d075,a_fcb5bd36,0,5,v4QpPphd02M,FNM2qwJyHFc,17uOOtV1YVw
6fd634cd,b_f5352884,0,3,-Tu4Lvq02EY,Dc_OZNqgL3E,wSRIMhb7fLg
700883a2,a_35a978c4,0,2,WCv53PV029g,Pcep1vgqJCw,Mm984HNG8tg
70311352,a_9d0cedbf,1,2,aVKBDLH48d0,BZ6vLfgCVAU,D3fr7r1Dyjs
70452a7b,a_af750dcb,1,2,rlwLK5vBFNc,0LN0DTaWLpY,uXCe1y8xHng
70ecdd07,a_338f94b8,1,2,b-IdWQOSEwQ,zf3q20aj4vI,Bl3K6K8UNqw
71de7f98,c_a062a225,0,5,RZZc6aoHnUA,l5sC02kIYcc,95VDT-38riw
722c2981,a_ff99ef7e,0,3,gCCTq3Viab0,5FmgDiPp3CA,C1lwAdzcmgE
726f38c8,c_7f59f421,1,1,RgPgfQfE2bE,NVb5wLxB5NQ,EH8bj73xL-8
72fb48ce,a_b3d12927,0,3,K-_QUcCLD_E,Pj9aP3S0eW4,L3z6rcD_LQ8
73040289,a_ca0e48b0,0,2,30roBDlCA7k,74T_82Kiv-Q,KjsVvnTsh7A
7308437c,a_338f94b8,0,2,3XxOiWGP3O0,G7RCSrs6H6k,hmJHGfMSuP8
7310a62f,a_a91bcd65,0,3,aqZut-TpBbY,DWuAEeZUA7U,j_8weqzUDwk
7361f865,a_b3d12927,1,2,VLPp6Jx5xYw,yuhEzkfw8y0,H5DTfdTe8j4
736ddaba,a_3db99689,0,3,YiH6r8-nOXk,QzIKzJskORI,edGkoUAZVso
7371268a,a_374d5973,0,3,fANEqmAF3Yg,C7C9kW6jAAQ,OtJvFyqqeo0
73760490,a_1e62eff3,0,4,VdcTWiiHMuo,wBwNy1kqitU,eZTjKHT0yPA
73d95a09,c_90b521bf,0,3,atgx0Y5canE,hTWKbfoikeg,ENXvZ9YRjbo
742b4d66,a_90a6ea35,1,1,Yb-rLsCpBvI,XMJ_w68RICA,W_DSuIzd1Wg
7487b5a2,a_124b2b81,1,3,2qs9hbKgIuA,m899mMPvn8k,cdQVhWP-ZXE
74b1868c,a_44e165a9,0,1,ZwUEPSEFuFU,D9pvfsFVbkQ,O5D7CCsPNqQ
74bcda26,c_95aa7a89,0,3,w_-xTsCdTt4,xHkiD00lKIw,1csqp1epJ98
74eb2815,a_76cfae4c,1,4,ry6Nrpvb83A,vDC4r2eoNZQ,ePuwo3lYwgc
757fe465,a_d7855f4b,1,2,YjohMzHkBqI,fhdX3Wcxwas,pL3JAKQ3G2A
75c0fd54,a_af750dcb,0,2,Q4RFCJWhRzo,wAvDCqu4w3g,vKj1ygLykYI
75e8d95b,a_8064bf1a,0,3,-KrEc1gx2t8,JbzoNpPADlU,LGonBP-23qQ
76115427,a_eada2100,0,2,tiTtgq2Pcow,zxdEjguxwac,""
76e251bc,a_fcb5bd36,1,1,"","",""
77222051,a_dbae58e0,1,3,-uyJMMoTbM4,7bc0dbUMR7E,MSLxG6v0Q58
772a87f7,a_34ba6327,1,2,CHFif_y2TyM,3I10ZiDEX1Y,0L38Z9hIi5s
77bd45c7,a_e5c021cb,1,4,vTHstPczIDQ,IuKs1vGqCAw,6u7rlrin1Uk
77f98ff2,a_3db99689,0,2,2mKfHa5tRVY,leE02uqgaKg,uTeG4Q1pFrk
786af57b,c_7f59f421,0,5,IbQsoYduPwY,05Pujn9WPRI,7LtWpaERg9o
791401c4,a_d3f32461,0,2,rKa3NJJZV0w,Ntt6vNSXh1k,vFqpMLOdhQ0
791f2a06,a_8ec282f2,0,3,F2eLZocfZkg,LVv2enMdTqQ,Ld2J1KsYFeQ
7a051f4b,b_979b5e79,0,4,ozMggCilwmQ,z_bqZp8MUOY,aZSRbyMLD7E
7a1a35b3,a_3fe57e9a,0,3,SyyS5mtVeCs,ZRtdQ81jPUQ,FNpRi2WFgXw
7a2ba857,a_f30344df,1,1,xPQ5B28ofS4,zzUyUSxmb-c,PHr9mwaEDfo
7ad1d949,b_979b5e79,0,3,6-3gTpjkZzw,XJZMpWdjBVk,2L7w0NIi70o
7b112d4f,a_5562c89e,0,3,F8g0xFIxrz8,dxgeeU6OfLI,NhLIT_gujm0
7b17f59e,a_d7855f4b,1,4,bUP9tGSxpQI,mHP6-D-yBEw,w9V3x61D994
7b396449,c_970d2a51,1,2,enUZ-gZEHrU,z5Pr9iVmCME,Y8HeOA95UzQ
7ba856ad,a_44e165a9,1,2,FU5FxTP1cpw,Atvsg_zogxo,8bfLXm0s21o
7bca5e41,a_d7855f4b,1,3,BwEFnyZg5W4,"",""
7be10a2f,a_da8221d9,0,2,rVvhsYQRXS4,FomsI2Te5U0,V9xyDIMGs8s
7bfcf1e6,c_90b521bf,1,2,JwBr91xQq1c,DAHuKjiQhzY,f3AVmU0eu3A
7c23ceb0,a_ca0e48b0,0,1,a7DFSi9OEy4,Bye158SIsf4,4duOVHOVLM8
7c43dcb5,a_3d1de17d,1,4,FCdaZ5bWHOM,f4bBcNV-S5Y,ngTwel9bVGA
7c79f1f3,b_979b5e79,1,5,EBOv_XxCzoQ,dny-YcH5Pdo,PZK7gQGzatU
7c858fbe,a_195fafca,1,3,-lYeY9fqohU,bCX_SPXgWtQ,h4xYHWFCQ3c
7cc70b64,a_07392b8a,1,2,r7YzZyc1aJE,YxNZWXg0znQ,vQz1F4HB8Z0
7cf8ccba,a_7b29e23f,0,3,gLsMIufWImQ,45vLGQKZ1BI,xcKiUT49p7g
7d76a037,b_cc927cf8,0,4,gJc_ZTY7q84,BmvDQ7ieqgI,6D0tTgKB1Lk
7d81b275,a_c9b736f4,0,2,ULcGiUxNwV8,rfOVtcI5p_A,ayY4bje9L7Q
7dd808d7,c_7f59f421,0,4,eOz1CzMBmuQ,vptdHEUZN10,""
7e26daae,a_e5c021cb,1,4,XHhbeRJudY4,OiVU-W9VT7Q,v5_SYkFpFiY
7e2d8ba8,a_3a735b61,0,2,1Zpd_TLvs34,t8J04f4mQBU,PUdrCJSly_A
7eda9939,a_c4387204,0,3,XFnB3pbSgKo,8y98rG2jgLc,0d94TIpU20E
7efb1de9,b_0f894663,0,1,R9qirjL3o-I,iX35yxAxMp0,u-8R5n54toE
7f473219,a_6ab2a6c2,0,4,EW4iydAQCUo,bnzPJhW9XQg,poiZSEjQBgw
7fba6aea,a_34ba6327,1,2,8AykmBipj1A,iWK7TmvvjSw,lP6W_0hJ1po
7fc0d550,a_ff99ef7e,1,5,RhKa8ndu9zs,BPzuaVXzP_8,fYnvxOphepA
800826f7,c_fc69c217,1,2,a3JwVK-O3hA,z0B2maeg9y4,4gXmClk8rKI
8056b049,a_da8221d9,0,2,zmlS2DqiHnU,_jwQJ_nX634,gG4XQrRHV_I
8163a005,a_badae39d,0,2,Jz7WdjFV5aw,L3SUQKd_onc,Q9h0kf_dfKU
816b7592,a_90a6ea35,1,3,U1Gz_0iRsYc,7gYOijQ6KlM,F6KYaWzDAJM
82f92654,a_909cd3e3,1,3,a_vfiGjCkOo,DqzbII84XTM,Bz2bxwQNayk
83157c6d,a_8ec282f2,1,3,lDhOom9j7i4,adZTZSaQkjE,oi8afZobpE8
83387fd6,b_c628049f,1,1,euxDNPttYQ8,uv2eQhRBDgE,E10ZhZg5-aA
834253f4,a_7b29e23f,0,2,6p8JuNNr4Io,ntgdQsJJb6A,K0hjbO8Lkz0
835becaa,a_289e36dd,0,4,idwLJ1eMr_4,77_RwV25FpY,GVqLxv-LrSw
83b3e09e,a_a310c11e,0,2,4P1DDo1cmYI,jOF2GIArQL0,UFNBgOi6vYs
8442d77f,a_07392b8a,0,3,nCW9LlAo9Nc,aMUO0zcvJWc,PublZJzicvM
844b69ec,b_979b5e79,0,2,vM23DKojnq0,efnwNsNgv-U,YfbStJrHV2s
847c29b2,a_29008b58,0,3,Ai29o8ekd5w,K2kA5mRRn08,3qgFmd-iC2Y
84bb122c,a_35a978c4,0,1,82sZ411kjlA,UwOCgPx_LU8,HwvSdRFQqrk
8503ea7c,a_6484f669,1,2,yvChjk8f_kY,binmcL3w2OE,u4lbOvUMOiY
852b5996,a_d93f639c,0,2,ndTQachSUsQ,ufXqGW9TeX8,GmnhZ1yI_Ik
85455b30,a_6484f669,0,2,ILQa2vKfvBA,PdviFIXp4ww,dIpTjQg4Zd8
85623ebe,a_3db99689,0,0,AgJRoni78EQ,2iy-r9C6rOs,zsSNMXUpUDk
85e7d685,c_7f59f421,0,4,1GjTr6TNCUU,41GKN22dQj0,Mrjv_i_lVwo
85f103e3,a_b6254a32,0,3,4ybVA0tcmIU,_MvObaZNvj8,79XaA_4CYj8
85f7fc18,a_1e62eff3,0,2,5bJuIYpalOU,Z_0hj1p8UiI,v-WcMQbXbKY
86c11e37,a_90a6ea35,1,2,SYqnQO7ut9o,3jFhgVp-AWM,r7YzZyc1aJE
8769cf51,a_badae39d,0,5,"","",""
883cfd53,a_badae39d,1,2,0Kx3sobEBFE,j65_xyAlkns,mSco0oUym9I
88450961,a_ef127a78,0,2,Yh5r7PHfuD8,55gDUyK5QvA,41GKN22dQj0
8874080f,a_ac8bf375,1,2,aMuvfEdICjM,qY-k-AxKwaw,3h51tTeoG3M
891b3a75,a_1e62eff3,1,3,6LTBGpbI9_o,qMahp6ACz1M,D2yYD_JQqHw
89324844,a_cf98c77e,0,4,"","",""
894b62a1,a_ac8bf375,0,2,tR31pzIejDQ,IWfRNnzJ17M,PqErAB2ICho
8a48d520,c_a062a225,0,2,3SVuVaPoJ_Y,DQiG-4YdHXA,uCtKmHZ5QIo
8a797468,a_b6254a32,1,3,"","",""
8ac4f97c,c_669d48e4,1,3,LKSFUrvJH_E,u40ruOsOlFs,Y_eupIwWM9k
8b659694,a_289e36dd,1,2,Sh14_epeWIg,t3MqRCRd0V8,nMPnG8iE9qM
8b8f4435,c_bc149f42,0,2,YbRp0b41O8o,SGdtUi_GgCM,ElzxWpx0lcI
8bd550f6,a_27b1998c,1,3,XVRLbVdc4ng,sBYRVPMC6C8,gH1bSIXH24Q
8c276384,a_e5c021cb,0,4,aVXA09Litcc,oj5IP4uXNgc,A9HjGUtflZg
8c5b86cf,a_57d52371,0,5,NlDv-0MKt8M,r0LTJzwOMEI,ux4uRb3Cj7E
8c6c9794,a_9d0cedbf,0,4,52in8wvOZio,pT7AdB_uD_g,h_GoILVF_4U
8c95c00d,a_cc9fb925,0,2,p3SeKq7aZHM,XalAOCYUk9w,jfKfPfyJRdk
8d081b49,a_90a6ea35,0,4,"","",""
8d6b973b,a_cc9fb925,0,2,ZF5gi-R2seE,Sg8E3QXyrpc,qNfEqvKUyGo
8d9378b6,a_07392b8a,0,3,XnXMUMx_aQs,G0VdTxkwexc,_4ejLOdJ_Ok
8e0dbbe6,a_cf98c77e,1,2,1G27LZz6zAM,5BBnRj7tJqY,7C0Nl15HVYs
8e0dc488,c_bc149f42,0,3,e9RVh2bXA8M,Ci_zad39Uhw,w0sU_CK4-MY
8e1e710b,a_90a6ea35,0,3,CZ0rJL4avxo,ZY-zE0_13k0,EaCI_FUM8SU
8e733be1,a_1e62eff3,1,2,3TlqeJ6_Lrs,EVq65J8_2DE,rD_tJzS3UME
8f249acd,a_90a6ea35,1,3,WlcjBqImj4U,MAKToc2EGlQ,jhXXyP4UGks
8f4b1076,a_253650b8,1,3,"",KC8ptQwzpW4,""
8fcc6d7f,a_5562c89e,0,0,1W6EIbplSg4,MoUZd4FlXJM,AOtvUnalVYc
8fefd24d,b_cc927cf8,1,2,7hjZ1ftvPBs,wRRyqSMB68E,vbECKyohRKs
904647b0,c_02d2c77f,1,2,gEmUp1pw2yE,hyqzA4LRcOE,qhjoOgon0F8
904b92d7,c_02d2c77f,1,3,SU3xKcEU3sg,CE3uFXUqRDA,aPSrw6ZYUA4
905a022e,a_5562c89e,1,4,qKVYl0wBJgA,Eu2n-XIT30E,Oh0YZYItHF0
905e1190,b_979b5e79,0,2,"","",""
90642a0b,a_f30344df,0,2,imqfQ7e-BZ8,7M5mVyKMlp0,vtfdwTfHAzk
90aa3e26,a_07392b8a,1,2,rXrBg-eN54I,CN-Ja6jCweA,mTMs1S5td74
90af79e4,b_c628049f,0,4,qm3VjHgtRcY,yXZd7xVdpJ0,86ue_DfXlFU
9192e45f,b_42889c2d,0,4,ArXkcbnOTeQ,kIb22SYvo70,eGxsoMpOCE0
91a06090,c_90b521bf,1,3,GnG8R6Ap73I,dEcr9M0xKE4,UyzQCESzrQ4
9229c7a2,a_af750dcb,1,4,"","",""
92463326,a_76cfae4c,1,3,3b6AGNSVpWY,PRiVgE5AUDo,b6nUKDs6kJQ
92568d9f,a_41c9dff6,0,0,mi90dovkbiM,Il4e4t4MprM,9Fq8TdUNuGo
925c8c2d,b_0f894663,0,1,YlNCIXiCnUQ,CVquVqU6bR0,pUduqDIldfw
92607af3,a_a91bcd65,1,2,EtqDxYSAZVs,aGZMq_hNA1k,d9EA03l_OSM
92a2fc04,a_07392b8a,1,3,farZts9CaOY,-L9dqdDX9Ow,""
93235254,c_02d2c77f,0,1,DQiG-4YdHXA,soFAqzJDnu0,XlVoZ2hpWUs
9346d2cc,a_da8221d9,1,3,_Qgy_V0CS6A,DId-aYJ67pk,fCTd7Elrk8U
93c21bfa,b_d27e5916,0,4,8bH1YTAnlS4,mWqbvf5mCYk,55oevnO-8Kw
93ee56d8,a_ef127a78,1,3,RU3j3DZrP4w,f-yPEXutcvk,XN0gZ80opg4
93f7a1e4,c_970d2a51,1,3,Vla0pvqvmy8,wcSh3HShwy0,jQ-6x2ymSTc
93fc47d1,a_3a735b61,0,4,W4k4zHnmcnU,8tZdSblLj74,Y5vsMqlIYDY
9406fa4e,a_6484f669,1,3,Q5eRUZerHfQ,vbvyNnw8Qjg,j9qLfyLowjg
940e7bb8,a_57d52371,0,4,"","",""
94181df7,a_ff99ef7e,1,2,NSg-TRbs4c8,L7Rwwq9JbYo,4fPCbGZ6c_M
9440dab1,a_3fe57e9a,1,2,CM0OhS9OZdY,9nHcsXJQhs8,7vwCvLhtDW0
9603e196,a_da8221d9,1,4,"","",""
961a9f3d,a_b6fcd21e,0,2,At9NMXTvrdU,_4imgTj9jjY,NfkQRAcqjw0
976076ef,a_124b2b81,1,3,DUxXghx-5zI,8ajn3HXtBdQ,ETDMc66EiJU
97cfbd1f,a_da8221d9,0,3,PhxY1syGxvo,Y3CXdnnAXLQ,JczxEE0OC54
980f19b3,a_29008b58,1,2,GvybAggBkrs,4RroOApkP-4,7HnqhxNSeb8
981081bd,a_af750dcb,0,3,fDE3LD_nJXQ,Nuy3XE8vjgc,IEkLSfs1F68
9832d588,c_95aa7a89,1,1,kq7yUQOI31M,_Qgy_V0CS6A,nIh0JrI4PQM
986d96b5,a_ff99ef7e,0,3,BGZ4Rwx72_8,p1iwR7PM1gE,osQ0RAhat5c
98942e07,a_4ac99fc8,0,3,oG9LOE_t3H4,pt7PlRhNqwA,dEHGrJjJfR0
98a460c1,a_b6254a32,0,1,PZZjEMoyvro,u14vk8M_Y7k,KGSAPF8ADRg
98f111f6,a_b6fcd21e,0,1,Xp-Bno2Si14,lSwRvqCXUZ0,7LVw-38VuYk
98fa4b35,a_d93f639c,1,3,NUL-ofNDfZs,uyFt7O_cNaQ,jgXnOt7PO8s
99076395,a_badae39d,0,3,hTI7lcakiLw,c5UkNCm_UWo,7EdHla81PCI
990d6ef4,a_374d5973,0,3,1nql9D02gH0,eRqDEH9Lrds,gwmUm2agp_o
9924bfb2,b_42889c2d,0,1,h1u9dnU0KrE,4rDOsvzTicY,GnxnNke6Cxw
992f3e50,a_4806747f,0,3,ZQDCndElNUE,aRvNbqd3UZU,sPMBDgNRiqk
99544a64,a_8ec282f2,0,0,S988Ld_nrkU,MI350IA4Kik,rozWqpW3h1E
99892ba6,b_cc927cf8,0,2,bnpU9U31Y8c,AJ521MYxKAw,eLhe_kBxSTk
99dedb87,a_5562c89e,0,3,"","",""
99e1f647,c_02d2c77f,0,5,ydS8kN3egxM,FC5Q_2GpSt8,Zglo0mdIFY8
99fa5c85,c_7f59f421,0,4,7h6bAVmpm3s,OAedEj765tA,TljcIxOKNCo
9a6aaa18,a_1e62eff3,0,4,7fCYMOZuF2U,jh2SEejcgDA,BcWuAWsX_70
9a8093af,a_a310c11e,0,2,WufhBlb07JQ,9BhOdVR3rVs,SOVHHJZSht8
9c63a6a2,a_27b1998c,0,2,py7vc_QUMAM,hQKEXbv_VJc,sM7958Hx4Yg
9c716355,c_bc149f42,1,2,P-ULaTE_CZ0,jFCOp6Fh5Wo,Jx-tqntWPCM
9c9adfbc,a_6484f669,0,5,FJWumG1jMXs,cIjqbtVYxEw,5J0-An6ISjI
9c9f1221,a_3fe57e9a,0,3,Yu14xGgAQAw,xGKn7TD9jaM,TYhWV4H83sU
9cc586eb,a_76cfae4c,0,5,"","",""
9ccfc9a8,a_3db99689,1,1,kxdUhduD3Og,faS-13i72qg,k4m0GUs8Ysw
9e273b82,a_3a735b61,0,2,I1bkLwHgOQw,XHpsZfxyXeQ,5_m35vmSyMY
9e39411f,b_6957fcd5,1,1,0tcwUhZ2vmc,eQBlomFo1Kw,sF9OXDFEopY
9f4b1ec1,a_2d846716,1,2,kKGhI5Dgbr4,xJZL2WpeKek,kR8R4cbdrwg
9f4b4d1c,a_fcb5bd36,0,1,6kCu39pOZ8o,DTn9fVXft7A,4M1MxWXxnYQ
9f5d444e,a_2d846716,1,3,"","",""
9f7a533d,a_02ac9fef,1,2,5DXnWmt_9lw,QtrjTovnGgU,m715dd0E7ek
9f980433,b_cc927cf8,0,3,AXeJ0KPOgEs,BVykVpAfir4,xGKn7TD9jaM
9fa1d425,a_57d52371,1,4,NITp06kZzSg,QxOZ73iy-dY,QslALTu0LYQ
9fa510f1,a_d3f32461,0,4,Gf1FhvDu4ww,wzTLbMUYtqs,LCnebZnysmI
a04aafa7,a_02ac9fef,0,4,vid6O2C6eLw,xq35HQfod0U,lewZyfuI0Vs
a164bb7a,a_d3f32461,0,4,YeqxUatV9nI,xScyIrSG4Ls,LEQGGZ_FuiQ
a166d0b9,c_fc69c217,0,2,AS4q9yaWJkI,TA5OFS_xX0c,P_CSdxSGfaA
a16ed495,a_3a735b61,1,1,7kPTLGUk84M,X1Alc4SUqLU,YJ10PnUqtt0
a1e897ff,a_8ec282f2,0,2,imqfQ7e-BZ8,udzPYalXWv8,7gSvOWtp644
a1f841b2,a_7b29e23f,0,2,OZpv_AcPCKg,C47K1TX9PAA,g5380eu-J6Y
a20f894d,a_badae39d,0,2,1940kV9Xsyc,DBnMD-rm0es,wSOJziqwmk0
a24e6f45,a_289e36dd,1,4,txZsvf9Ql04,7hpg643qEGA,WMQgxRKPBJ8
a27df84a,a_d7855f4b,0,3,nwa1R0uXi_8,EPoeFoLVjmY,QeAufC3sEvU
a283a2c3,b_42889c2d,0,4,8XAmYyStKmA,IJOvwTZk7VU,pMrORF_-nvo
a28a3314,a_b6254a32,0,2,8Q1am4Aqal4,iBbNbDbooyc,XohHORfR39E
a2c62da2,a_35a978c4,0,2,RibO9ecZSKk,mZC1TgIOwWI,33Cnjj9yW8o
a2e67a10,a_ac8bf375,0,2,fhzKLBZJC3w,uhbvX4GUrpE,UzeKDH29TW0
a306a758,b_d27e5916,0,1,NEVPLhOGu14,8WRG4mTtBUE,zS7rEZ_fLZE
a35f176a,a_dbae58e0,0,2,XFIAAOtqqdY,wD5RGnaSw04,VyJXIlpBiGQ
a369628b,c_970d2a51,0,3,nY1bS3ZkJCA,-B0YvE_7IyI,bxtMn7boLVQ
a37045d3,a_d7855f4b,0,1,2pjJY7RIrls,VYvw6rn5xXg,0X2scsLVboQ
a3d80c66,a_3a735b61,1,3,"","",""
a4057bbf,b_cc927cf8,0,1,Gf5zPOfOvLw,HwwfwmgNt50,ZArajWXAcys
a4189144,a_35a978c4,1,4,VgEHTGZsTeI,ZZm8E816vhY,jR-59GLu-A8
a439bfa1,a_95dede8b,1,4,M3g_ebjUuaY,Fqkx4itmNEQ,gK0RymZkpSw
a49a8ab0,a_124b2b81,1,3,szQ2ujCZW1Y,x2zCxLcKBhA,""
a4b8b4f4,a_c9b736f4,1,3,SjIUyzbCYag,ga40RGtZYyI,0hiDKaSKjHg
a4cc01a7,a_4ac99fc8,1,3,0_T3rWdAQds,zMMee95a0us,GPdLEKzHd1g
a4f052f7,a_124b2b81,1,1,eKmco0yW4bs,tRkmqoSnnLU,xXGuyUEDRa4
a4fed0de,a_b6fcd21e,1,2,BgqGRCJJ2kU,nnW-fNQAEUw,5ffhxiWhOlg
a5031c6e,a_95dede8b,1,3,pbQQAwSQUX4,pCuACaGv_Wo,hIBG1koidH0
a50b41c4,a_c4387204,0,1,MK8uuq0x9DI,HjWDxaBNPFk,zLIb-RIrvFM
a566d105,c_bc149f42,0,2,-X982LTfE6g,otkb_gXhhI8,p05buI2MnWc
a5c21bfa,a_c4387204,1,3,8hZPoHQA7A0,F4qTWJrwZj8,3DyZ5UR1VvU
