id,characteristics_prompt_1,annotator_1,characteristics_prompt_2,annotator_2,characteristics_prompt_3,annotator_3,characteristics_prompt_4,annotator_4,characteristics_prompt_5,annotator_5
1658,20～40代の声の低めの男性が、プライベートの砕けた感じの言葉で早口で喋る。,bizet5919,,,,,,,,
1659,初老男性の声で、活舌はあまり良くない、親しい人といるようなリラックスした話し方をしている。,shostakovich7204,,,,,,,,
1661,二十代ぐらいの男性が、はっきりとした声で、早口で話している。,bruchner4366,,,,,,,,
1662,30代くらいの男性が口ごもりがちに話している。,ravel6508,,,,,,,,
1663,40代男性に聞こえる。低めの声。早口だからか滑舌なのか、最初の方はなにを言っているのか一文字一文字が聞き取りづらい。,shostakovich9598,,,,,,,,
1664,中年の男性が渋めの声、少し早口で軽やかに喋っている。,monteverdi1379,,,,,,,,
1665,若い男性が考えながら言葉につまって喋っている。,dvorak6721,若い男性が、こもった元気がない声で、考えながら喋っている。,mahler5964,,,,,,
1666,30代男性がトーンを落とし困ったように話している。,beethoven0815,,,,,,,,
1667,成人男性の声で少し早口で語りかけるような喋り方だった。,mahler5754,,,,,,,,
1668,若い男性が早口で政治に関することをディスカッションしている。,mozart6656,,,,,,,,
1669,40代位の男性が、テレビのコメンテーターみたいに自分の意見を静かだがはっきりとした声で話していた。,schubert0875,,,,,,,,
1670,若い男性が、低い声で、ボソボソと早口で喋っている。,mahler7727,,,,,,,,
1671,30代くらいの男性が、低くて渋い声で、早口で喋っている。,bizet3985,,,,,,,,
1672,若い男性が、少し早口で諭すように喋っている。,schubert2028,若い男性が軽い感じの声で相手にやや得意げに解説する感じで話している。,sibelius6853,30代後半の男性が、ややくぐもった声で、テンポよく説得するかのように語っている。,strauss5224,,,,
1673,中年の男性がやや低い声で少し早口に誤解を避けるかのように喋っている。,monteverdi3423,中年の男性が低い声でやや早口で話している。,vivaldi6209,,,,,,
1674,中年の男性が低い声で説明するように喋っている。,ravel6788,,,,,,,,
1675,若い男性が、小さく低い声でブツブツと話をしている。,ravel2762,,,,,,,,
1676,中年男性が落ち着いた声で諭すように話している。,tchaikovsky2758,,,,,,,,
1677,男性が、少々低めで聞き取りにくい声で、自分の意見を述べるように喋っている。,rachmaninov1605,,,,,,,,
1678,中年男性が、落ち着いた声で、たんたんと解説するように話している。,haydn2584,,,,,,,,
1679,青年層の少し低い声の男性が、やや早いリズムの説明口調で話している。,sibelius9985,,,,,,,,
1680,30代の男性が低い声で落ち着いた喋り方をしている。,mozart1034,,,,,,,,
1681,40代ぐらいの男性が低音で、時折状況を思い出しながらともに会話を交わすように話している。,dvorak3242,,,,,,,,
1682,30代ぐらいの男性の声で、普通のトーンの声で、真面目で大人しそうな喋り方です。,schubert2627,,,,,,,,
1683,40代後半ぐらいの男性が、低めの声で相手に語りかけるように喋っている。,ravel3338,,,,,,,,
1684,小刻みにテンポが良い声質なので、サラサラと聞ける。,tchaikovsky3181,,,,,,,,
1685,40代の男性が低い声で少し焦ったような感じで早口で話していた。,badarzewska6858,,,,,,,,
1686,20代くらいの若い男性が、少し低めの声の声で、考えながら慎重に話している。,debussy3821,,,,,,,,
1687,中年の男性が、低い声で、落ち着いた様子で丁寧に喋っている。,handel9267,,,,,,,,
1725,20代後半のような男性が、酔っ払ったような声で、早口で喋っている。,bach6393,,,,,,,,
1727,20代前半くらいの女性が、少し低い声で、何かに怖がるように興奮気味に話している。,beethoven8710,,,,,,,,
1729,若い男性が若干叫びながら明るい口調でしゃべっている。,rachmaninov5114,,,,,,,,
1730,40代前半ぐらいの男性が、気だるい感じで、ゆっくりと適当に喋っている。,bizet6129,,,,,,,,
1731,若い男性の少しバカっぽい声で、少し怒気が混じっている。,rossini0474,,,,,,,,
1751,若い男性がはっきりとしているが軽い声であきれたような感じで話している。,rachmaninov8078,,,,,,,,
1752,若い男性が、中低音の声で、苛立つように喋っている。その後に甘えたような喋り方になった。,schubert4525,,,,,,,,
1753,32歳で職業声優の男性がふんわり甘めの声でゆっくりとしゃべっている。,tchaikovsky7924,,,,,,,,
1754,若い男性が、一人でぼやくように小さな声でしゃべっている。,bizet8420,,,,,,,,
1755,40代くらいの男性が、少し楽しそうに喋っている。,beethoven7876,,,,,,,,
1756,20代男性が、低い声で、囁くように喋っている。,puccini2441,,,,,,,,
1757,若くて暗い男性が、とても低い声で、疑問を問いかけるように喋っていた。,wagner8651,,,,,,,,
1758,30代くらいの男性が低く皮肉な感じで喋っている。,liszt3844,,,,,,,,
1759,若くてAIっぽい女性が、はきはきした声で、説明するように喋っていた。,elger8135,,,,,,,,
1760,男性のような声で、リズムを持って喋っている。,paganini3059,,,,,,,,
1761,20代の男性が心地いい声で自信ありげに喋っている。,shostakovich2466,,,,,,,,
1762,若者が軽い感じの声色でやや早口気味に語りだす。,haydn3932,,,,,,,,
1763,50代の男性が、低い声で、怒ったような口調で喋っている。,bizet8406,,,,,,,,
1764,30代くらいの男性で、低くてハキハキした声で少し興奮しているような声。,vivaldi0343,,,,,,,,
1765,若い男性が、野太い声で、宣戦布告するように胸を張って喋っている。,mendelsohn7351,20代前後の体格の良さそうな男性が、低い声で何かを悟ったかのように喋っている。,rachmaninov7352,,,,,,
1766,20代の男性が、やや低い声で、友人と雑談をしているような感じで喋っている。全体的にテンションが高いように感じました。,paganini3782,,,,,,,,
1794,20代から30代の女性が、はきはきした声で自信を持ってゆっくり話している。,monteverdi0967,,,,,,,,
1795,20代前後の女性が、職業的なはっきりした発音の声で読み上げるようにしゃべっている。,brahms6915,,,,,,,,
1808,女性的な印象を受ける高い声だが合成音声だとすぐに分かる無感情で機械的な喋り方。,handel7557,年齢不明の合成音の女性のような声で、早口で無感情な感じで話している。,mahler9572,,,,,,
1809,子供のような人が、人工音声のような高い声で、早口で喋っている。,haydn0851,,,,,,,,
1810,10代の女性が人工的な中音域の声で早口で話している。,mahler6679,,,,,,,,
1811,若くてボイスチャットみたいな女性が、はきはきした声で、言い切るような感じでしゃべていた。,monteverdi8856,,,,,,,,
1812,若い女性の、合成音声のような無機質な声が、抑揚の少ない高い声で、驚くようなしゃべりかたをしている。,strauss0792,,,,,,,,
1813,10代後半くらいの男性が、少し上ずったような声で、厳しい口調で叱るように喋っている。,mahler8242,,,,,,,,
1814,20代の女性が低い声で淡々と命令するように喋っている。,bizet6579,,,,,,,,
1815,サバサバした感じで気の強そうな女性がやや早口で喋っている。,handel8125,,,,,,,,
1816,若い男性の声で少し怒ったようなしゃべり方でした。,verdi6021,,,,,,,,
1817,若い女性が、男性のような低い声で、気取った感じで話している。,handel1758,中年の女性が、とても低い声で、演劇のセリフを言うように喋っている。,haydn0841,,,,,,
1818,成人女性の少し高い声で相手に命令するような口調だった。,bach8729,女性が威厳に満ちた高圧的な感じの声で、聴き手に対して上から目線で見下すように喋っている。,dvorak9939,,,,,,
1819,軍隊の教官の女性が、訓練生相手に命令し素早く行動するようにはきはきした声で命令している。,sibelius6858,,,,,,,,
1820,30代か40代の女性が、とても嬉しそうなテンションで喋っている。,chopin6375,若い女性が少し早口で興奮するように喋っている。,elger3936,気持ちを込めて女性が話しているが、声を変えているのか、アニメのような感覚がある。,handel4532,,,,
1821,中年の女性が、なまめかしい声で、甘えて媚びるように喋っている。,bizet7913,若い女性が、少し低い声で、演じているような口調で話している。,mendelsohn5203,,,,,,
1822,20代の女性がはきはきした声で誰かに伝えるように話している。,liszt6152,,,,,,,,
1823,20代くらいの女性が少し艶のある声で命令口調で話している。,shostakovich6875,,,,,,,,
1824,若い女性が少しあざ笑うような口調で高飛車に話している。,verdi3328,,,,,,,,
1825,20代の女性が、はきはきした声で、怒ったように話している。,beethoven7432,,,,,,,,
1826,中性的な男性が、高めの声で、独り言のような口調で話している。,vivaldi0069,,,,,,,,
1827,若い女性が低い声で早口気味の口調で話している。,vivaldi4035,,,,,,,,
1828,中年の女性が、かなり低めの声で、相手を挑発するように感情的に喋っている。,bizet6365,若い男性が、感情をこめて、セリフのよう言葉を威勢よく言っている。,shostakovich8885,若い男性が、はきはきと闘争心溢れる様子で喋っている。,vivaldi4692,,,,
1829,若い女性の声で、とても低い声で、ゆっくりとセリフを読むように話している。,chopin8749,低い声のサディスティックな若い女性が、楽しそうに責める様に喋っている。,paganini4713,,,,,,
1830,30代の女性が、興味津々で観察をしながら嬉しそうに話をしている。,grieg1085,,,,,,,,
1831,若い女性が、はっきりとした声で、興奮しながら喋っている。,verdi6449,,,,,,,,
1832,アニメ声の若い女性が、はっきりした声で、うかがうように話している。,saint-saens9156,,,,,,,,
1833,若い女性が低い声で言い聞かせるような口調で喋っている。,schumann0812,,,,,,,,
1834,若い女性が、低めの押し殺したような声で芝居がかった喋り方をしている。,mahler8143,,,,,,,,
1835,30代ぐらいの女性の声で、笑い声に続いて、多分方言を話しています。,schubert7036,,,,,,,,
1836,若い女性が低めの声で勇ましい様子で台詞を読んでいる。,bach1081,,,,,,,,
1837,30代の女性が低めの声で戦いの物語のセリフを読んでいる。,mahler5905,,,,,,,,
1838,若い女性が苦しそうな声で恐れるように喋っている。,chopin2355,,,,,,,,
1839,40代くらいの女性が、声優がセリフを言うような口調で喋っている。,ravel4200,,,,,,,,
1840,20代の女性が男性のような低めの声で偉そうに話している。,rachmaninov8735,,,,,,,,
1841,30-40代の軍人か治安組織にいるような女性の口調でしゃべっている。,monteverdi6576,,,,,,,,
1842,30代くらいの女性が低めの声で息を吐きながら話している。,wagner4615,,,,,,,,
1843,20歳代の若い女性が、やや低音域の声で、ため息をつくように喋っている。,schumann8715,,,,,,,,
1844,女性の少し高い声で冷静に相手に話しているような口調だった。,badarzewska7648,若い女性が早口で少し偉そうに意見を述べる。,monteverdi6501,,,,,,
1845,成人女性が、低い声で、男性のような喋り方をしている。,bizet9706,,,,,,,,
1846,30代女性が、中くらいのトーンの声で、慌てた感じで喋っている。,debussy1151,,,,,,,,
1847,30代ぐらいの女性の声で、普通のトーンの声で、何だか困っているような感じで喋っています。,handel3059,,,,,,,,
1848,30代の女性が少しかすれ声でかなり不安そうに喋っている。,badarzewska1538,,,,,,,,
1849,30代ぐらいの女性が、はきはきした声で相手に主張するように喋っている。,brahms7704,,,,,,,,
1850,20代後半くらいの女性が、低めの声で、諭すように喋っている。,schubert0560,,,,,,,,
1851,若い男性が低い声を出して演じているように話してる。,liszt8856,,,,,,,,
1852,若い女性が、少し鼻にかかったような声で、誰かに冷静に語りかけるように喋っている。,verdi1684,,,,,,,,
1853,30歳代と思われる女性が、低い声で、悲しそうに懇願するように喋っている。,dvorak5139,,,,,,,,
1854,20代女性の声ではきはきとした声。何かのセリフを言っている。,bruchner5990,,,,,,,,
1855,低い女性の声。早口で話すので聞き取りにくい。,schumann9917,,,,,,,,
1856,ボーイッシュな若い女性がはっきりと通る声で得意げに話している。,grieg9510,,,,,,,,
1857,20代の女が、低めの声で少しいらいらしているような口調で喋っていた。,sibelius4439,,,,,,,,
1858,女性の声。女性としては若干低めの声で、怒ったように早口で喋っている。,saint-saens0730,,,,,,,,
1859,20代くらいの女性が落ち着きのある低い声で指導するように話している。,haydn6848,,,,,,,,
1860,若い女性が、はきはきした声で、勇ましく話している。,schubert8163,,,,,,,,
1861,やや聞きづらい声と速さですが、聞き取ることはできる。,rachmaninov5676,,,,,,,,
1862,成人女性が色っぽい声で誘惑するように話している。,badarzewska1916,,,,,,,,
1863,若い女性が、色気のある甘い声で、落ち着いた口調で喋っている。,bruchner9576,若い女性が、色っぽい声で、少し早口で話している。,ravel8124,,,,,,
1864,20代ぐらいの女性の声で、少し高いトーンの声で、舌足らずな喋り方です。,mendelsohn7968,,,,,,,,
1865,男性が元気よく、何かの掛け声を出している。,monteverdi2808,,,,,,,,
1866,中性的な幼い子供の声で、もにょもにょと喋っている。,paganini3059,,,,,,,,
1867,若い女性が、くだけた話し方で、マイペースに喋っている。,ravel0095,,,,,,,,
1892,女性の声にモザイクをかけたような声。または、舌足らずにしゃべる女性の声。可愛く見せるようなしゃべり方。アニメ声。,wagner4840,,,,,,,,
1893,10代後半くらいの若い女性が、舌足らずな高い声で、甘えるような口調で喋っている。,beethoven8710,,,,,,,,
1894,幼い少女が、やや甘えた感じの声で、何かをしゅちょうしているように喋っている。,rossini4625,,,,,,,,
1895,若くておとなしい女性が、弱い声で、疑問を問いかけるように喋っていた。,elger8135,,,,,,,,
1896,若い女性がはっきりしない声で、まったりのびのびとした喋り方をしている。,schumann3643,,,,,,,,
1897,小さい女の子の感じがします。なにか説明を受けて納得した感じがします。,schumann6003,,,,,,,,
1898,笑い女性が、甘えるような猫なで声で、ゆっくりと媚びるように喋っている。,rossini5825,,,,,,,,
1915,20代くらいの男性が、はきはきした声で、ゆっくりと話している。,grieg0753,,,,,,,,
1916,若者の男性がはきはきした声で口説くかのように喋っています。,schumann6999,,,,,,,,
1917,蚊の役を演じる男優が台詞回しの様な喋りをしている。,handel5306,,,,,,,,
1918,若い男性が、芝居をしているようなはっきりとした声で話しをしている。,sibelius2210,,,,,,,,
1919,若い青年の声が、張り切った声で、自分を鼓舞するように喋っている。,chopin5215,,,,,,,,
1920,20代から30代の男性が、はきはきした声で相手に話しかけている。,monteverdi0284,,,,,,,,
1921,20歳くらいの男性が、はきはきした声で、落ち着いた声で話している。,shostakovich3444,,,,,,,,
1922,若めの男性の声にて、演じるような口ぶりで言葉を重ねている。,brahms0622,,,,,,,,
1923,若い男性がゆっくりとはきはきした声で困っている喋り方をしている。,sibelius1018,,,,,,,,
1924,こもった若い男性の声が、苛立った雰囲気で吐き捨てるように喋っている。,mahler1054,,,,,,,,
1925,ナルシストっぽい男性が高飛車な雰囲気で話している。,sibelius8112,,,,,,,,
1926,はっきりした口調の男性が自分の意見を人に言い聞かせている。,debussy0892,,,,,,,,
1927,若い男性が低めの声で、自信満々な感じで喋っています。,badarzewska2960,,,,,,,,
1928,20歳代の若い男性が、冷静で落ち着いた声で、物思いに耽るように喋っている。,schubert5430,,,,,,,,
1929,30代くらいの男性が、少し嬉しそうに、昔を思い出すような感じで喋っている。,liszt5668,,,,,,,,
1930,胡散臭そうな男性の声で、勿体つけるようにねっとりと喋ってる。,bach3864,,,,,,,,
1931,20代の男性が低い声で少し小ばかにしたような感じで喋っている。,badarzewska7074,,,,,,,,
1932,30代の男性がはきはきした声で嬉しそうに話している。,chopin8490,,,,,,,,
1933,３０代の男性が、落ち着きのある低い声で、少し呆れたように喋っている。,schumann3830,,,,,,,,
1934,30代くらいの男性がやや高い声で何かの文章を感情をこめて朗読している。,liszt3844,,,,,,,,
1935,二十代くらいの男性が、少し低めの声で、ゆっくりと周りに語るように喋っている。,schumann4364,,,,,,,,
1936,上から目線の男性が、迫力のある声で、怒ったように話している。,schubert0560,,,,,,,,
1937,若い男性が、感情を込めた声で、セリフを読み上げるように話している。,ravel0209,,,,,,,,
1938,若い男性がしっとりとした口調でゆっくりと教えるように話している。,badarzewska1696,,,,,,,,
1939,男性が、はきはきとした低い声で、台詞口調で喋っている。,haydn4494,,,,,,,,
1940,大学生くらいの暗い感じの男性が、暗く後悔するような声で、自分の気持ちを独り言を呟くように喋っている。,elger1413,,,,,,,,
1941,10代から20代の若い男性が、若い声優のような感情表現のある声で、途方に暮れたように独り言を言っている。,beethoven3227,,,,,,,,
1942,若年層の男性が、少し低めの声で、怒っているような口調でしゃべっている。,verdi0428,,,,,,,,
1943,若い男性が、あきれたようにため息交じりにしゃべっている。,bizet8420,,,,,,,,
1944,20代の男性が高めの声でハキハキと、強い口調で話をしている。,monteverdi5706,,,,,,,,
1945,若い男性がやや高い声で、ゆったりと語りかけるように話している。,paganini4090,,,,,,,,
1946,自信のある男性が、うんざりした声で、誰かに言い聞かせるように話している。,bizet6872,20代くらいの男性が、アニメの声優さんのような口調で、自分の世界に籠っているかのような様子で話をしている。,bizet7762,,,,,,
1957,男性が、はっきりした声で、説明するように喋っている。,monteverdi6135,,,,,,,,
1958,壮年の男性が自信を持った声で演説で語り掛けるような感じで話している。,rachmaninov8078,,,,,,,,
1959,20代の男性が、やや低い声で、早口かつ少し怒ったような感じで喋っている。,paganini3782,,,,,,,,
1960,若い男性が、低い声で、ゆっくりと教え諭すように喋っている。,mendelsohn7351,20代～30代の男性が、説得するような口調で喋っている。,rachmaninov7352,,,,,,
1961,若い男性が、非常に落ち着いた声で、その時の事を話している。,puccini5500,,,,,,,,
1962,30歳で元気な男性がはきはきした声でやや早口でしゃべっている。,tchaikovsky7924,,,,,,,,
1963,若い男性が高く朗読調の感じで何かを説明している。,liszt3844,,,,,,,,
1965,若い男性が、まったりとした眠そうな声でのんびりと喋っている。,bach3125,,,,,,,,
1966,若めの男性がスラスラと滑舌良く説明している。,rossini1911,,,,,,,,
1967,若い男性が落ち着いた感じの声で、はっきりと話している。,paganini6407,,,,,,,,
1968,学生のような若い年代の男性が観察記録を読むように喋っている。,puccini1223,,,,,,,,
1969,人間が耐えられる音量について落ち着いて解説している男性の声。,verdi8774,,,,,,,,
1984,非常に若い女性がゆっくりと分かりやすく話してくれている。誰かに向かって話しているようで話してないような、なにか目的があって恣意的である。普通はわざわざこんな話し方をしない。なにか理由があって話している。,handel9842,,,,,,,,
1985,ギャルっぽい若い女性が、ちょっと高めの声で、自分に疑問を投げかけるように話している。,paganini7964,,,,,,,,
1986,30代女性が、活気のある声で、実況するように喋っている。,schumann0884,,,,,,,,
1988,テンションの高めの若い女性が、元気よく、質問に答えるように喋っている。,handel5926,,,,,,,,
1989,１０代～２０代くらいの、若い女性が明るくハキハキと話をしている。,monteverdi2493,,,,,,,,
1990,20代～30代くらいの男性が、はきはきした声で、わかりやすく伝えるように喋っている。,verdi8212,,,,,,,,
1991,中年の男性が、落ち着いた声で、分かりやすいように話している。,sibelius1682,,,,,,,,
1992,若い男性が優しい声で、ゆっくりと教えるように喋っている。,grieg6388,,,,,,,,
1993,40代の男性がしゃがれた声でリズムよく喋っている。,puccini1154,,,,,,,,
1994,３０代くらいの男性が、聞き取りにくい軽い声で、早口で教えるように喋っていた。,sibelius0100,,,,,,,,
1995,中年の男性が、明瞭な声で、説明口調でしゃべっている。,elger1386,,,,,,,,
1996,落ち着いた声の中年の男性が、ゆっくり丁寧に説明するように話している。,shostakovich8062,,,,,,,,
2011,20歳代前半の明るい女性が、楽しくハイテンションな声で、嬉しそうに興奮して喋っている。,beethoven2586,,,,,,,,
2012,10代男性が、少々早口で事実を誰かに伝えるように喋っている。,wagner3547,,,,,,,,
2013,30代くらいの明るい女性がやや早口でわかにくいしゃべり方をしている。,rachmaninov9281,,,,,,,,
2014,幼児から小学生くらいの男の子が、甲高い声で、相手に問いただすように早口で喋っている。,debussy5543,,,,,,,,
2035,20歳代の明るい男性が、テンション高めで少し上ずった声で、聞き手にやり方を教えるように喋っている。,dvorak0226,,,,,,,,
2036,男性が、一定の音量で、説明するように話している。,rachmaninov7924,,,,,,,,
2037,中年の男性が、ある程度しっかりした声で、注意点を伝えるように話している。,paganini7964,,,,,,,,
2038,若い女性が、強い口調で、怒っているかのように喋っている。,schumann7562,,,,,,,,
2039,20代ぐらいの女性が、驚いた声ではっきりと喋っている。,handel0556,,,,,,,,
2040,若い女性が柔らかく吐息の混ざった声で困惑しながら喋っている。,rachmaninov9197,,,,,,,,
2041,10代の若者男性が、高めの声で、荒々しいしゃべり方。（実際には女性が話しているようにも聞こえる。）。,paganini0996,,,,,,,,
2042,年配の女性が心配そうな声で周囲に尋ねるように喋っている。,dvorak0439,,,,,,,,
2043,高齢女性が低めの声で、驚いた様子で疑問を投げかけながら喋っています。,badarzewska2960,,,,,,,,
2044,30代の女性が力強い声で怒ったように喋っている。,sibelius3088,,,,,,,,
2045,30代の男性が張りのある声で堂々と喋っている。,shostakovich2466,,,,,,,,
2046,壮年の男性が勢いのある声で周囲にアピールする感じで話している。,rachmaninov8078,,,,,,,,
2047,声の低い男性がディレイが掛かったような声でゆっくりしゃべっている。 。,dvorak8831,,,,,,,,
2048,男性が、少し高め声で、相手に反論するように、話しをしている。,schubert5976,,,,,,,,
2049,中年男性が、はっきりした声で、質問に答えるような口調でしゃべっている。,mendelsohn8468,,,,,,,,
2050,機械合成による、こもったような男性の声で、早口で問いかけるように喋っている。,debussy5543,,,,,,,,
2051,30代の男性がマイクを使って、はっきりと聞こえるようにアナウンスしている。,haydn9067,,,,,,,,
2053,やや高齢の男性がはっきりとした高めの声でやや侮蔑を含んだような話し方をしている。,handel7557,中年くらいの男性が、はっきりとした口調で、あらかじめ用意された文章を読むような感じで話している。,mahler9572,,,,,,
2054,中年の男性の声で、大きな空間で、講義をしているかのような喋り方。,chopin9245,,,,,,,,
2055,中年の明るい男性が、優しい声で、楽しそうに話している。,schumann7562,,,,,,,,
2056,中年男性がどっしりとした声で、何かを説明するように喋っています。,badarzewska2960,,,,,,,,
2070,男性が、はきはきした声で、聴き手にわかりすいように話している。,schubert8163,,,,,,,,
2071,落ち着いた声の年配の男性が、丁寧にゆっくりと話している。,saint-saens9156,,,,,,,,
2085,若い男性が息苦しそうにしている。痛みに耐えているかもしれない。,rossini1911,,,,,,,,
2101,若い男性が、絞り出すような囁き声で、訴えかけるように話している。,schumann1397,,,,,,,,
2105,気落ちした女性の声。なにかに騙されたような気分の下がった感じ。テンション低め。,bach3485,,,,,,,,
2106,20代の明るい女性が、ハキハキした声で、他人の近況を報告するようにしゃべっていた。,bach9612,,,,,,,,
2107,若い女性が、明るい声で、早口で喋っている。,saint-saens7086,,,,,,,,
2108,20代くらいの男性がさわやかで力強い声でぶっきらぼうに話している。,tchaikovsky2550,,,,,,,,
2109,若い男性がよく通る芯のある声で役者のセリフのような感じでしゃべっている。,strauss7858,,,,,,,,
2110,男性の声で役者のような語り口。台詞を読んでいるような喋り。,monteverdi2808,,,,,,,,
2111,高校生ぐらいの子供の声でヤンキーだと思う。,liszt8535,,,,,,,,
2112,20代から30代の男性が、はきはきした声で相手に話しかけている。,bruchner7847,,,,,,,,
2113,若い男性が、聞き取りやすい声で、芝居がかった喋り方をしている。,elger7925,,,,,,,,
2114,30代くらいの男性が、キザな口調でしゃべっている。,haydn2159,,,,,,,,
2115,成人男性のいらだったような早い説明口調の語り。,sibelius9289,,,,,,,,
2116,若い男性が第三者に力強く注意を促している。,ravel1231,,,,,,,,
2117,20代くらいの男性が、はきはきした声で、早口で喋っている。,brahms5220,,,,,,,,
2118,若い男性が、大きく強い声に怒気を込めて喋っている。,dvorak8702,,,,,,,,
2119,20代の男性が怒気をこめた声で怒ったように喋っている。,dvorak5349,,,,,,,,
2120,20代くらいの女性が少し鼻声で不満を勢いよく話している。,badarzewska3483,,,,,,,,
2121,30代位の男性が、怒ったような、また皮肉を込めた口調で詰問している。,haydn3188,,,,,,,,
2122,若い男性が、はきはきした声で、早口で喋っている。,beethoven7713,,,,,,,,
2123,若い男性が、落ち着いた声で、早口で喋っている。,bach8570,,,,,,,,
2125,三十代前後くらいの女性が、機械的な声で、相手に説明するように喋っている。,schumann4364,,,,,,,,
2126,中年の女性が芝居のセリフを読むようにしゃべっている。,puccini9859,,,,,,,,
2127,高齢ではない、おそらく女性が、ぶっきらぼうで高い声で、不満そうに喋っている。,ravel0798,,,,,,,,
2129,若い女性が、はきはきした声で、突き放した感じで喋っている。,monteverdi6135,,,,,,,,
2130,40代女性の声で怒ったような口調で喋っていました。怖そうな感じを受けました。,wagner8845,,,,,,,,
2131,40代くらいの女性が芝居口調でゆっくりと話している。,paganini8173,40代くらいの女性が説得するようなゆっくりとした口調で色っぽく話している。,strauss9433,,,,,,
2132,30代くらいの女性が、あまり聞き取れない声で、いやみったらしいしゃべり方。,paganini0996,,,,,,,,
2133,女性が、しゃがれた声で、相手に詰め寄るように話をしている。,saint-saens2604,,,,,,,,
2134,大人の女性が明るいが少々低くハスキーな声で少し弾んだように喋っている。,rachmaninov9197,,,,,,,,
2135,30代前半の女性がはきはきした声で怒っている感じで喋っている。,rachmaninov2456,,,,,,,,
2136,大学生くらいの若い女性が、焦った少し涙声で、状況に戸惑い落ちんだように喋っている。,elger1413,,,,,,,,
2137,中年の女性がハキハキと子供に尋ねるように喋っている。,dvorak0439,,,,,,,,
2138,２０代から３０代位の女性が、切なく困ったような声で、自分の身に起こったことを訴えている。,chopin5137,,,,,,,,
2139,30代の女性が感情をこめて父について話をしている。,haydn4893,,,,,,,,
2140,中年の女性が、はきはきした声で、諫めるように喋っている。,paganini8711,,,,,,,,
2141,若い女性が、はっきりした声で、説明するように喋っている。,bizet3787,,,,,,,,
2142,20代くらいの女性が、はきはきした声で、ゆっくりと話している。,grieg0753,,,,,,,,
2143,中性的な声の女性が、怒りを含めながら説教をするように喋っている。,grieg6388,,,,,,,,
2144,壮年の女性が、声枯れたした声で、早口でまくしたてるような喋り方をしている。,bruchner8760,,,,,,,,
2145,20歳前後の若い男性が、はきはきした声で、一見強気ながらセリフを確かめるように喋っている。,dvorak0226,,,,,,,,
2146,若い女性がはっきりとした声で物語を読み聞かせるような喋り方をしている。,ravel6370,,,,,,,,
2147,青年ぐらいの男性が明るい感じで言い切っている。,haydn3932,,,,,,,,
2148,10代くらいの若い男の子が、高く落ち着いた声で、説明が伝わるようにハッキリ喋っている。,badarzewska1268,,,,,,,,
2149,若い男性が、はっきりとした声で、文章を読むような話し方をしている。,shostakovich2956,,,,,,,,
2150,若い男性が、高めのはっきりした声で、演技をしているような感じで話している。,paganini7964,,,,,,,,
2151,20代くらいの若い女性が、はきはきと明るい口調で話している。,tchaikovsky5726,,,,,,,,
2153,若い男性が淡々と台詞や本を読むような口調で話しています。,wagner0128,,,,,,,,
2154,40代くらいの男性が高く太い声で誰かを呼ぶように話している。,schumann6366,,,,,,,,
2155,若いチャラい男性が、明るいハイテンションながら少し滑舌悪い調子の声で、何かの感想をその場で述べる行き当たりばったりなように喋っている。,dvorak0226,,,,,,,,
2156,30代ぐらいの女性が、はっきりとした声で凛々しい感じで喋っている。,handel0556,,,,,,,,
2157,10代くらいの女性で、低く元気がないような声で、疲れているような声。,vivaldi0343,,,,,,,,
2158,20代の男性が、はきはきとした声で、少し怒ったような感じで喋っている。,paganini3782,,,,,,,,
2159,若い女性が、はきはきとした声で、思いを吐き出すように喋っている。,badarzewska4392,,,,,,,,
2160,若くて強そうな女性が、とても強い声で、意見を主張するように喋っていた。,bach9259,,,,,,,,
2161,幼い女の子が、はっきりとした命令口調で話している。,shostakovich2956,,,,,,,,
2162,30歳代前後くらいの女性が、凄い幼い感じのアニメ声で、大切な呪文を唱えるように喋っている。,dvorak0226,,,,,,,,
2163,若い女性が、アニメのキャラクターのように凛々しい口調でしゃべっている。,bizet8420,,,,,,,,
2164,30代の男性が、高く通った声で、少し恥ずかしそうに喋っている。,monteverdi9944,,,,,,,,
2165,若い男性が何かについて、こそこそと他人の目を気にしながら話している。,ravel1231,,,,,,,,
2166,20代の明るい男性が、弾んだ様な軽い口調で話している。,shostakovich6244,,,,,,,,
2167,女性が、高い声で、聞き取りにくい感じの早口で話している。,rachmaninov7924,,,,,,,,
2169,若い女性が元気な声で会話口調でしゃべっている。,shostakovich2991,,,,,,,,
2170,男性が、少しおどけたような声で、講師が教え子に話すようにして、喋っている。,schubert5976,,,,,,,,
2171,成人男性が、のんびりとした声で、途切れ途切れに話している。,haydn0851,,,,,,,,
2172,中年の男性が、ゆっくりと丁寧に問題を読み上げるかのように喋っている。,chopin7880,,,,,,,,
2174,アニメ声の女性が高い声で優しくにこやかに話しています。,wagner0128,,,,,,,,
2175,中年の女性が、明るく通った声で、聞き取りやすいように滑舌良く喋っている。,debussy5257,,,,,,,,
2176,中年くらいの女性が、中高域の落ち着いた声で、ゆっくりと噛んで含めるように喋っている。,strauss2291,,,,,,,,
2177,40代くらいの女性が機械音声のような声で丁寧に喋っている。,bizet3378,女性アナウンスの声が、はっきりとした声で、聞き取りやすい均一した早さで喋っている。,strauss6904,,,,,,
