id,gender_1,pitch_1,speaking_rate_1,others_1,annotator_1,gender_2,pitch_2,speaking_rate_2,others_2,annotator_2,gender_3,pitch_3,speaking_rate_3,others_3,annotator_3,gender_4,pitch_4,speaking_rate_4,others_4,annotator_4,gender_5,pitch_5,speaking_rate_5,others_5,annotator_5
2185,女性,,,"若い, 落ち着いた, 上品な口調, アナウンス",bizet2367,,,,,,,,,,,,,,,,,,,,
2186,女性,はきはきとした,,中年,shostakovich9970,,,,,,,,,,,,,,,,,,,,
2187,女性,はっきりと落ち着いた,,"若い, アナウンス",bach1196,,,,,,,,,,,,,,,,,,,,
2188,女性,低い,,"40代, 落ち着いた, 淡々",handel9982,,,,,,,,,,,,,,,,,,,,
2189,女性,落ち着いた,一定の速度,"中年, 真面目, アナウンス",badarzewska8392,,,,,,,,,,,,,,,,,,,,
2190,女性,高め,,"50代, 喉を絞ったような鼻にかかる声, はきはき",bizet8836,,,,,,,,,,,,,,,,,,,,
2191,女性,はっきりとした,分かりやすく,"中年, 穏やか",mozart2934,,,,,,,,,,,,,,,,,,,,
2192,女性,,はきはきした,"40代, 呼びかけるように",badarzewska0441,女性,はきはきした,,"40代, お知らせ",bizet7541,,,,,,,,,,,,,,,
2193,女性,,滑舌良く,中年,saint-saens9096,,,,,,,,,,,,,,,,,,,,
2194,女性,,ゆっくりと,"30代くらい, 淡々",bizet8255,,,,,,,,,,,,,,,,,,,,
2195,女性,はきはきした,,中年,schumann1028,,,,,,,,,,,,,,,,,,,,
2196,女性,機械的な,,,dvorak5153,,,,,,,,,,,,,,,,,,,,
2197,女性,明るい,はきはき,中年,bizet1481,,,,,,,,,,,,,,,,,,,,
2198,女性,,活舌よく,"40代くらい, 落ち着いた, 情報を伝えている",puccini0248,,,,,,,,,,,,,,,,,,,,
2199,女性,"聞き取りやすい, 良い",ゆっくり,"中年, アナウンス",badarzewska8642,,,,,,,,,,,,,,,,,,,,
2200,女性,普通,普通,電車・バス内でのアナウンス,beethoven8224,,,,,,,,,,,,,,,,,,,,
2201,女性,はっきりとした,わかりやすく,"中年, 真面目",puccini0384,,,,,,,,,,,,,,,,,,,,
2202,女性,,,"30代, 注意文",schumann9489,,,,,,,,,,,,,,,,,,,,
2203,男性,はっきりとした,,"成年, 相手に聞き取りやすい",ravel6370,,,,,,,,,,,,,,,,,,,,
2204,男性,強い,はきはき,中年以上,tchaikovsky5726,,,,,,,,,,,,,,,,,,,,
2205,男性,はっきりとした,,"若い, 注意を促す",grieg6388,,,,,,,,,,,,,,,,,,,,
2206,女性,はっきりした,,若い、選挙演カーの鶯嬢の様なしゃべり方,sibelius5943,,,,,,,,,,,,,,,,,,,,
2207,女性,ロボットのような,淡々と,"30代, 仕事をこなすように",monteverdi3598,,,,,,,,,,,,,,,,,,,,
2208,女性,はっきりとした,,"若い, 文節ごとに間をおきながら, わかりやすく",paganini6407,,,,,,,,,,,,,,,,,,,,
2209,女性,明るく、ハキハキとした,,アナウンサーのように喋っている,puccini1223,,,,,,,,,,,,,,,,,,,,
2210,女性,高い,,"中年, 落ち着いた, お願いするように",monteverdi8856,,,,,,,,,,,,,,,,,,,,
2211,男性,高い,テンション高く,中年,saint-saens9458,,,,,,,,,,,,,,,,,,,,
2213,男性,一定の,,"年配, ラジオ感",sibelius9765,,,,,,,,,,,,,,,,,,,,
2214,男性,やや低い,,"75歳くらい, 高齢, 濁声, 愚痴るように話す",rachmaninov8735,,,,,,,,,,,,,,,,,,,,
2215,男性,低い,ゆったりと,50代くらい,haydn7552,,,,,,,,,,,,,,,,,,,,
2216,男性,低い,,"方言がきつい, 滑舌がよくない",schumann9917,,,,,,,,,,,,,,,,,,,,
2217,男性,低い,,大人のそれほど歳をとっていない、こもったような,dvorak5153,,,,,,,,,,,,,,,,,,,,
2219,男性,落ち着いた,,高齢,haydn7435,,,,,,,,,,,,,,,,,,,,
2220,男性,弱々しい,,,handel1758,男性,少し高めの,ゆっくりと,年配,haydn0841,,,,,,,,,,,,,,,
2222,男性,はっきりとした,アナウンサーのように,高齢,beethoven4512,男性,中程度,,"中年, 朗読, 力強い",ravel0822,,,,,,,,,,,,,,,
2223,男性,くぐもった,,"中年, 残念そう",ravel3833,,,,,,,,,,,,,,,,,,,,
2224,男性,,早口で,"40代, 苛立ったように、まくしたてるように",bruchner6522,男性,高め,,"中年, 戸惑った, 訛りの強い",grieg3816,,,,,,,,,,,,,,,
2225,男性,低い,,"60代くらい, ナレーター口調",bach6077,,,,,,,,,,,,,,,,,,,,
2226,男性,ややこもった,,"中年, アピール",tchaikovsky1731,,,,,,,,,,,,,,,,,,,,
2227,男性,中,ゆっくり,中年,saint-saens8773,,,,,,,,,,,,,,,,,,,,
2228,男性,低い,,"60代, 迫力のある感じ",liszt6928,,,,,,,,,,,,,,,,,,,,
2229,男性,落ち着いた,ゆったりと,60代くらい,schumann8846,,,,,,,,,,,,,,,,,,,,
2230,男性,高め,はきはき,"40代, 感情を込めて",dvorak8487,,,,,,,,,,,,,,,,,,,,
2231,男性,はきはきした,ゆっくりと,"50代くらい, 中年",grieg5226,,,,,,,,,,,,,,,,,,,,
2232,男性,少し高い,,"40代, テレビのナレーターのような喋り方",ravel8663,,,,,,,,,,,,,,,,,,,,
2233,男性,,ゆっくり,"50代くらい, テレビ番組のナレーションをするような雰囲気で",sibelius4439,,,,,,,,,,,,,,,,,,,,
2234,男性,高い,はっきりした,"中年, ナレーション調",haydn3932,,,,,,,,,,,,,,,,,,,,
2235,男性,高い,,中年,verdi4955,,,,,,,,,,,,,,,,,,,,
2236,男性,,,"40代, 50代, 60代, 落ち着いた, 丁寧な, フォーマルな",badarzewska7433,,,,,,,,,,,,,,,,,,,,
2237,男性,,,"中年, リラックス, 気楽",grieg1085,,,,,,,,,,,,,,,,,,,,
2238,男性,低い,,40代,shostakovich7505,,,,,,,,,,,,,,,,,,,,
2239,男性,力強い,大仰に,ナレーション口調,schubert8746,,,,,,,,,,,,,,,,,,,,
2241,男性,,,"壮年, しっかりとした, 状況説明",handel8125,,,,,,,,,,,,,,,,,,,,
2242,男性,,,解説的な、おっさんの声,vivaldi8335,,,,,,,,,,,,,,,,,,,,
2243,男性,はきはきとした,少し早口,中年,rachmaninov1174,,,,,,,,,,,,,,,,,,,,
2244,女性,落ち着いた,,"高齢, 東北弁",bach8815,,,,,,,,,,,,,,,,,,,,
2245,,,軽快な,"中年, ナレーター",paganini1878,,,,,,,,,,,,,,,,,,,,
2246,男性,しわがれた,,"初老, 解説",grieg6804,,,,,,,,,,,,,,,,,,,,
2247,男性,力の入った,,中年,rossini4506,,,,,,,,,,,,,,,,,,,,
2248,男性,高い,ゆっくりと,"中年, はきはき",bizet7913,男性,落ち着いた,ゆっくり,"中年, 朗読するように",mendelsohn5203,,,,,,,,,,,,,,,
2249,男性,,速い,50代くらい,liszt4696,,,,,,,,,,,,,,,,,,,,
2251,男性,高い,速い,"中年, 抑揚, ナレーションのよう",vivaldi0069,,,,,,,,,,,,,,,,,,,,
2252,中年男性,低音がよく響く,,"冷静沈着な感じ, キレイな声, 状況を説明するように丁寧",saint-saens6524,,,,,,,,,,,,,,,,,,,,
2253,男性,渋い,ゆっくり,中年,dvorak6721,男性,しわがれた,,"老年, 芝居じみた話し方",mahler5964,,,,,,,,,,,,,,,
2254,男性,少しこもったような,,"中年, 落ち着いた様子",chopin9596,,,,,,,,,,,,,,,,,,,,
2255,男性,低い,ゆっくりと,"中年, 活舌よく",badarzewska6514,,,,,,,,,,,,,,,,,,,,
2256,男性,,ラジオドラマの朗読風,中高年,dvorak4403,,,,,,,,,,,,,,,,,,,,
2257,男性,,,"50代, テープを流している, 解説していると思われる",elger5341,,,,,,,,,,,,,,,,,,,,
2258,男性,少し低い,,成人,bach8729,男性,,ゆっくりと,"中年, 落ち着いている, 淡々とした感じ",dvorak9939,,,,,,,,,,,,,,,
2259,男性,力強い,,"50歳代ぐらい, 聞き手を奮い立たせるように",bruchner7701,,,,,,,,,,,,,,,,,,,,
2260,男性,はっきりした,生き生きと,中年の,sibelius0517,,,,,,,,,,,,,,,,,,,,
2261,男性,,,"60代くらい, 最初は動揺した感じだが、すぐに平常心に戻り",vivaldi0470,,,,,,,,,,,,,,,,,,,,
2262,男性,,,"50代, 聞き取りやすい感じ, 丁寧",vivaldi0019,,,,,,,,,,,,,,,,,,,,
2263,男性,低音,ゆっくり,"高齢, 力強い",shostakovich8739,,,,,,,,,,,,,,,,,,,,
2264,男性,アナウンサーのような,,"中年, 訛り",beethoven1689,,,,,,,,,,,,,,,,,,,,
2265,男性,,はきはき,中年くらい,schubert2028,男性,物々しい,解説口調,中年,sibelius6853,男性,"低い, 野太い",メリハリよく,"50代後半, 中年",strauss5224,,,,,,,,,,
2266,男性,,はきはきした,"40代くらい, はつらつとした, アナウンスのような文体",mozart6171,,,,,,,,,,,,,,,,,,,,
2267,男性,,,"中年, ナレーター風, 丁寧",mendelsohn6606,,,,,,,,,,,,,,,,,,,,
2268,男性,渋い,物語を語るように,中年,schumann8180,,,,,,,,,,,,,,,,,,,,
2269,男性,やや緊張した,,"成人, ナレーション風",bizet9706,,,,,,,,,,,,,,,,,,,,
2270,男性,低い,早口で,"50代, 言い切るように",verdi6880,,,,,,,,,,,,,,,,,,,,
2271,男性,低い,威勢よく,五十代,sibelius3455,,,,,,,,,,,,,,,,,,,,
2288,男性,,少し早口,"30代, 淡々と",bach8066,,,,,,,,,,,,,,,,,,,,
2289,男性,機械的な,,"30代, 感情を交えずに淡々と",schubert9827,,,,,,,,,,,,,,,,,,,,
2290,男性,,少し速い,"40代か50代, ニュース原稿読み上げ, 落ち着いて",vivaldi4325,,,,,,,,,,,,,,,,,,,,
2291,男性,はっきりした,説明口調,50代,vivaldi7474,,,,,,,,,,,,,,,,,,,,
2292,男性,,落ち着いた,解説,chopin8316,,,,,,,,,,,,,,,,,,,,
2293,男性,低い,台本を棒読みしているような感じ,30代,paganini3782,,,,,,,,,,,,,,,,,,,,
2294,男性,低い,はきはき,"中年, 丁寧",mendelsohn7351,男性,,,"30代～40代, 説明する様な口調, 丁寧",rachmaninov7352,,,,,,,,,,,,,,,
2295,男性,低い,ゆっくり,40代,liszt2503,,,,,,,,,,,,,,,,,,,,
2296,男性,,ハキハキと丁寧に,40代くらいの,vivaldi0343,,,,,,,,,,,,,,,,,,,,
2297,男性,ハキハキとした,,"中年, 飽きれるような感じで笑いながら",schubert5806,,,,,,,,,,,,,,,,,,,,
2298,男性,高い,早口,30代くらい,beethoven4053,,,,,,,,,,,,,,,,,,,,
2299,男性,,はきはきと,"中年, 丁寧な言葉遣い",grieg3270,,,,,,,,,,,,,,,,,,,,
2300,男性,落ち着いた,ゆっくり,"30代, 諭す様",shostakovich6244,,,,,,,,,,,,,,,,,,,,
2301,男性,高い,はきはきした,"中年, 過去を思い返す",chopin5980,,,,,,,,,,,,,,,,,,,,
2302,男性,高い,,"成年, 語尾を伸ばす",ravel6370,,,,,,,,,,,,,,,,,,,,
2303,男性,,はきはきした,"若い, ニュース読み",chopin9245,,,,,,,,,,,,,,,,,,,,
2304,男性,はっきりと,,聞き取りやすい声の,badarzewska8642,,,,,,,,,,,,,,,,,,,,
2305,男性,高め,, 真面目,bizet8836,,,,,,,,,,,,,,,,,,,,
2306,男性,,早口,横柄,badarzewska6263,,,,,,,,,,,,,,,,,,,,
2307,男性,,やや早口,"30代, 滑舌の悪い",ravel6508,,,,,,,,,,,,,,,,,,,,
2308,男性,高め,淡々と,30〜40代,tchaikovsky5726,,,,,,,,,,,,,,,,,,,,
2309,男性,,,"成人, 落ち着いた, アナウンサーのよう",wagner3547,,,,,,,,,,,,,,,,,,,,
2310,男性,力強い,,"若い, 演説のよう",brahms5639,,,,,,,,,,,,,,,,,,,,
2311,男性,冷静な,ゆっくり,"中年, きちんとした",rachmaninov2628,,,,,,,,,,,,,,,,,,,,
2312,男性,,,"若い, 関西弁, ツッコミ, 笑っている",dvorak8702,,,,,,,,,,,,,,,,,,,,
2313,,,,"課長, 感じる",liszt8535,,,,,,,,,,,,,,,,,,,,
2314,男性,甘えた,ゆっくりと,"20代, おっとりした",monteverdi3598,,,,,,,,,,,,,,,,,,,,
2315,男性,だるそうな,,中年,schumann0812,,,,,,,,,,,,,,,,,,,,
2316,男性,低い,,"中年, 落ち着いた, 経過報告",monteverdi8856,,,,,,,,,,,,,,,,,,,,
2317,男性,高い,,"中年, 嬉しさを含む",tchaikovsky4959,,,,,,,,,,,,,,,,,,,,
2318,男性,少し高め,早口,20代くらいの,debussy3586,,,,,,,,,,,,,,,,,,,,
2319,男性,,早口,"若い, 友人と話す, テンションが高い, 含み笑い",bach3125,,,,,,,,,,,,,,,,,,,,
2320,女性,低め,ゆっくり,中年,elger1917,,,,,,,,,,,,,,,,,,,,
2321,男性,か弱い,驚くように,"中年, 弱そう",rachmaninov7209,,,,,,,,,,,,,,,,,,,,
2323,女性,高い,聞き取りやすい,"30代くらいの, 誰かと話すように",debussy3601,,,,,,,,,,,,,,,,,,,,
2324,女性,,,"20代, はっきりとした口調, 伝わりやすい",liszt4153,,,,,,,,,,,,,,,,,,,,
2325,女性,若い,ゆっくり,セリフを読んでいるよう,schubert9569,,,,,,,,,,,,,,,,,,,,
2326,女性,高い,やや舌足らず,"若い, 聞き取りやすい",handel7557,女性,高い,,"若い, はっきりとした口調, 番組の進行のような話し方",mahler9572,,,,,,,,,,,,,,,
2327,女性,,おっとりとした,"30代前後, 聞き取りやすい",saint-saens0120,,,,,,,,,,,,,,,,,,,,
2328,女性,弱く低い,,"若くておとなしい, 意外な結果に驚く",bach9259,,,,,,,,,,,,,,,,,,,,
2329,女性,低い,,"若い, 囁く",badarzewska1948,,,,,,,,,,,,,,,,,,,,
2330,女性,やや幼い,,"10代から20代, 何かを確認しつつ, 人に教えるよう",strauss0792,,,,,,,,,,,,,,,,,,,,
2331,女性,小さい,,"若い, 独り言のように",elger3773,,,,,,,,,,,,,,,,,,,,
2332,女性,,ゆっくり,"20代, 物静か",handel8831,,,,,,,,,,,,,,,,,,,,
2333,女性,低い,ゆるい,"若い, 大きさが安定しないような口調",badarzewska8392,,,,,,,,,,,,,,,,,,,,
2334,女性,消え入りそうなか細い,ぼそぼそ,若い,bizet8420,,,,,,,,,,,,,,,,,,,,
2335,女性,小さい,,"若い, つぶやくよう",shostakovich2956,,,,,,,,,,,,,,,,,,,,
2336,女性,,聞きとりづらい,"20代くらい, 独り言をつぶやくように, もごもごと話をしている",bizet8255,,,,,,,,,,,,,,,,,,,,
2337,女性,暗め、少しいじけた,早口,若い,bach3125,,,,,,,,,,,,,,,,,,,,
2338,女性,高い,,"20代前半, 甘めの声, 語尾を伸ばし",beethoven8710,,,,,,,,,,,,,,,,,,,,
2339,女性,舌足らずな,,"若い, リラックスした口調",brahms0676,,,,,,,,,,,,,,,,,,,,
2340,女性,小さな声，囁くように,,"10代, 考えながら, 自信なさげ",schumann1397,,,,,,,,,,,,,,,,,,,,
2341,女性,,ゆっくりと,"30歳前後, 若め, はきはき, 媚を売るように",bizet3378,女性,やや弱々しい,,"若い, 誰かに説明するように",strauss6904,,,,,,,,,,,,,,,
2342,女性,,,"若い, 落ち着いた発声",bach1196,,,,,,,,,,,,,,,,,,,,
2343,女性,,はきはきした,"20代, 説明するように",beethoven7432,,,,,,,,,,,,,,,,,,,,
2344,女性,少し高め,,"10代, 機械のような声, ぼそぼそと話している",bizet8255,,,,,,,,,,,,,,,,,,,,
2345,女性,高い,,"若い, 聞き取りにくい",badarzewska1948,,,,,,,,,,,,,,,,,,,,
2346,女性,聞き取りにくい,,"若い, だるそう",bizet1481,,,,,,,,,,,,,,,,,,,,
2347,女性,"小さな, こもった",,"20代, 慎重",handel9982,,,,,,,,,,,,,,,,,,,,
2348,女性,,よそよそしい,"若い, お願い",mozart7594,,,,,,,,,,,,,,,,,,,,
2349,女性,小さい,淡々とした,若い,saint-saens9096,,,,,,,,,,,,,,,,,,,,
2350,女性,低め,,"若い, 指示を出す口調",shostakovich2991,,,,,,,,,,,,,,,,,,,,
2351,女性,吐息のような,,若い,puccini2442,,,,,,,,,,,,,,,,,,,,
2352,女性,低い,,"若い, 誰かに向かって",paganini1095,,,,,,,,,,,,,,,,,,,,
2381,男性,,早め,"中年, 噛む",handel2193,,,,,,,,,,,,,,,,,,,,
2382,男性,,テンポよくはっきり,中年,saint-saens9096,,,,,,,,,,,,,,,,,,,,
2383,男性,,,"高齢, 少しあきれたような口調",handel3418,,,,,,,,,,,,,,,,,,,,
2384,男性,低い,ゆっくり,"年配, 納得",shostakovich8062,,,,,,,,,,,,,,,,,,,,
2387,男性,,早口,"中年, はきはき, 自分の意見を伝えようとしている",liszt0650,,,,,,,,,,,,,,,,,,,,
2388,男性,かすれた,,"中年, 少し興奮した様子",schubert8163,,,,,,,,,,,,,,,,,,,,
2390,男性,高い,早口,"50代～60代, どもりながら、あせっている",debussy9061,男性,高い,,"50歳以上, おじちゃん",saint-saens2795,,,,,,,,,,,,,,,
2391,男性,少し高い,,"年配, 舌足らずな口調, 丁寧",saint-saens9156,,,,,,,,,,,,,,,,,,,,
2392,男性,ぼそぼそとした,,"高齢者, 怒ったような口調",bizet3378,男性,少しボソボソとした,,"初老くらい, 興奮した口調",strauss6904,,,,,,,,,,,,,,,
2393,男性,聞き取りづらい,急いで喋っている,70代の高齢者,bach0481,,,,,,,,,,,,,,,,,,,,
2395,男性,,やや早口,"50代, はきはき",tchaikovsky5186,,,,,,,,,,,,,,,,,,,,
2397,男性,,はきはきした,"40代, 普通に話してる",bizet6917,,,,,,,,,,,,,,,,,,,,
2398,男性,少し高め,,"40代から50代, 興奮気味, はきはきした",monteverdi0967,,,,,,,,,,,,,,,,,,,,
2399,男性,,,"中年, 笑い, 咳き込む, 安堵",mozart7594,,,,,,,,,,,,,,,,,,,,
2400,男性,,ゆっくりと,中年,bizet1481,,,,,,,,,,,,,,,,,,,,
2401,,,早口,"年配, 興奮した状態",shostakovich4881,,,,,,,,,,,,,,,,,,,,
2402,男性,低い,,"中年, 得意気",ravel7162,,,,,,,,,,,,,,,,,,,,
2404,男性,ガラガラ,早口,"中年, 強い口調",grieg8093,,,,,,,,,,,,,,,,,,,,
2405,男性,,少し早い、はっきり,40代,bizet6325,,,,,,,,,,,,,,,,,,,,
2406,男性,,少し早口,"中年, 明るく, はっきり",badarzewska1852,,,,,,,,,,,,,,,,,,,,
2407,男性,感情のこもった,,"30代, 興奮気味",chopin0110,,,,,,,,,,,,,,,,,,,,
2408,男性,不愉快そうな,,"中年, 何かに文句を言っている, 不快な気持ちで話している",handel9842,,,,,,,,,,,,,,,,,,,,
2409,男性,高い,やや早い,"中年, 大きい声",rossini2985,,,,,,,,,,,,,,,,,,,,
2412,男性,抑揚のある,早口,"若い, 怒っている",bach8570,,,,,,,,,,,,,,,,,,,,
2414,男性,"大きい声, 少し声を荒げる",,50代,liszt4153,,,,,,,,,,,,,,,,,,,,
2415,男性,はっきりとした,,"中年, 怒っている",vivaldi9357,,,,,,,,,,,,,,,,,,,,
2416,男性,力強い,,"中高年, 呆れたように",badarzewska0131,,,,,,,,,,,,,,,,,,,,
2434,女性,籠もって少し聞き取りづらい,,若年思われる,brahms0622,,,,,,,,,,,,,,,,,,,,
2435,女性,,早口,"30代, ぼそぼそ",shostakovich0195,,,,,,,,,,,,,,,,,,,,
2436,女性,,はきはきした,"20代, 語りかけるように",mendelsohn5508,,,,,,,,,,,,,,,,,,,,
2437,女性,,やや舌足らず,"若い, くだけた話し方",schubert3669,,,,,,,,,,,,,,,,,,,,
2438,女性,高い,,"20代くらい, 説明するように話している",grieg7193,,,,,,,,,,,,,,,,,,,,
2439,女性,高い,,"若い, 対等の仲間と話す感じ",elger1917,,,,,,,,,,,,,,,,,,,,
2440,女性,高い,早い,"若い, きはきとした口調",schubert7036,,,,,,,,,,,,,,,,,,,,
2441,女性,,,"20代, 楽しそう, 友達とおしゃべり",haydn3188,,,,,,,,,,,,,,,,,,,,
2442,女性,気だるそうな,,"10代, 若い",bizet6579,,,,,,,,,,,,,,,,,,,,
2443,女性,高い,,"若い, 寝ている人のいびき等に反応",paganini9347,,,,,,,,,,,,,,,,,,,,
2444,女性,明るい,,"若い, 笑い",sibelius8792,,,,,,,,,,,,,,,,,,,,
2445,女性,,,"20代, だるそう",bruchner5990,,,,,,,,,,,,,,,,,,,,
2446,女性,高い,,"10歳代, 嬉しそう",dvorak5139,,,,,,,,,,,,,,,,,,,,
2447,女性,元気な,はきはき,"十代後半, 疑問に対して自問自答",dvorak0189,,,,,,,,,,,,,,,,,,,,
2448,女性,クリアな,迷うように,10代くらい,tchaikovsky2550,,,,,,,,,,,,,,,,,,,,
2449,女性,,,"20代, ビブラート, 楽しそう",dvorak5349,,,,,,,,,,,,,,,,,,,,
2450,女性,,,"若い, 迷い",puccini9859,,,,,,,,,,,,,,,,,,,,
2451,女性,怒ったような声,,"若い, 不満を垂れるかのように",chopin5980,,,,,,,,,,,,,,,,,,,,
2452,女性,,少し早口気味,"若い, ハキハキとした口調",badarzewska6263,,,,,,,,,,,,,,,,,,,,
2453,女性,高い,速い,"明るい, 大学生, はきはき, 勢いある, その場その場で思っていることを言う",rachmaninov2628,,,,,,,,,,,,,,,,,,,,
2454,女性,高めの少し可愛らしい,,成人,badarzewska1916,,,,,,,,,,,,,,,,,,,,
2456,女性,びくびくした,早口,"若い, 恐れ",chopin2355,,,,,,,,,,,,,,,,,,,,
2457,女性,,,"20代, はきはき, 少し笑い",badarzewska4226,女性,高い,,"20代, 明るい, ウキウキ, 元気",mozart2159,,,,,,,,,,,,,,,
2458,女性,高い,,"10代～20代, 途中笑い",rossini5825,,,,,,,,,,,,,,,,,,,,
2459,女性,明るくて優し気な,,"20代前半, 楽しそう",badarzewska7662,,,,,,,,,,,,,,,,,,,,
2460,女性,高い,速い,"若い, 宣伝",elger5396,,,,,,,,,,,,,,,,,,,,
2461,男性,,早口,若い,saint-saens7086,,,,,,,,,,,,,,,,,,,,
2462,男性,通る声,ハキハキ,40代,liszt4153,,,,,,,,,,,,,,,,,,,,
2463,女性,高い,早め,ボイスチェンジャーをかけている,handel2193,,,,,,,,,,,,,,,,,,,,
2464,男性,少しかすれた,,謙遜した調子,bruchner4287,,,,,,,,,,,,,,,,,,,,
2466,男性,やや高い,ハキハキ,"中年, 怒気をはらんだ, 聞き取りやすい",handel7557,男性,高い,,"中年, 強い, はっきり",mahler9572,,,,,,,,,,,,,,,
2468,男性,,,"中年の威圧的な, イライラして怒る, 脅す",beethoven2586,,,,,,,,,,,,,,,,,,,,
2469,男性,低い,ゆっくり,"60代, 優しく諭すように",rachmaninov9281,,,,,,,,,,,,,,,,,,,,
2471,男性,,スムーズ,"中年, 快活, 聞き取りやすく",puccini0384,,,,,,,,,,,,,,,,,,,,
2472,男性,はっきりとした,,"青年, 誰かに問いかけるように話している",handel1057,,,,,,,,,,,,,,,,,,,,
2473,男性,高い,ねっちょりした,30代,brahms9388,,,,,,,,,,,,,,,,,,,,
2474,男性,低い,,"若い, 少し苛ついた感じ",schumann1028,,,,,,,,,,,,,,,,,,,,
2475,男性,暗い,焦ったように,若い,dvorak8315,,,,,,,,,,,,,,,,,,,,
2476,男性,落ち着いた,,"若い, 少し困った感じ",vivaldi6608,,,,,,,,,,,,,,,,,,,,
2477,若い男性,軽い,,ため口で問いかけるように話している,rossini9139,,,,,,,,,,,,,,,,,,,,
2478,男性,低い,,"若め, 嫌そうな態度, 小馬鹿にする",ravel0798,,,,,,,,,,,,,,,,,,,,
2479,,高い,,"若者, 格好をつけた",bruchner0573,,,,,,,,,,,,,,,,,,,,
2480,男性,少し高い,,食べ物を口に含んで、周囲に問いかけている,bizet3058,,,,,,,,,,,,,,,,,,,,
2481,男性,,早い,"若い, 友人に話すよう",shostakovich8739,,,,,,,,,,,,,,,,,,,,
2482,男性,高い,早口,"若い, 明るい",strauss7406,,,,,,,,,,,,,,,,,,,,
2483,男性,,,"20代, 食事内容",schumann9489,,,,,,,,,,,,,,,,,,,,
2484,男性,はきはきした,,"40代, 堂々とアピールする",handel9982,,,,,,,,,,,,,,,,,,,,
2485,男性,はっきりした,,"30代, 売り文句",wagner7199,,,,,,,,,,,,,,,,,,,,
2486,男性,,少し早口でテンポよく,30代,liszt7261,,,,,,,,,,,,,,,,,,,,
2487,男性,はきはきした,,"若い, 同意を求める",bizet3787,,,,,,,,,,,,,,,,,,,,
2488,男性,,少し口ごもって,"若い, 感想を述べている",paganini4842,,,,,,,,,,,,,,,,,,,,
2489,男性,,,"若い, むせる, 苦しそう",shostakovich9970,,,,,,,,,,,,,,,,,,,,
2490,男性,若い,生配信中のような,比較的強く訴えようとする,bach8559,,,,,,,,,,,,,,,,,,,,
2491,男性,軽い,,"10歳代後半, 若い, 適当に思っている",schubert5430,,,,,,,,,,,,,,,,,,,,
2492,男性,少し高め,,"中年層くらい, 汚い言葉, 偉そう",sibelius9765,,,,,,,,,,,,,,,,,,,,
2493,男性,少し怒った,,"20代, 文句を言っている",saint-saens4837,,,,,,,,,,,,,,,,,,,,
2494,男性,,,"若い, 強調",vivaldi3057,,,,,,,,,,,,,,,,,,,,
2495,男性,高い,,"中年, 少し不満げ",saint-saens8773,,,,,,,,,,,,,,,,,,,,
2496,男性,高めの,,"40代から50代, いらいらした感じ",monteverdi0284,,,,,,,,,,,,,,,,,,,,
2499,男性,高めの,,"若い, 少し呆れたように",mozart7486,男性,少し高い,,"20代, 苛立っている",saint-saens4172,,,,,,,,,,,,,,,
2500,男性,大きな,,"若い, 元気な, 友達に話すように",liszt0370,,,,,,,,,,,,,,,,,,,,
2501,男性,はきはきした,,"若い, 強弱あり, 内容が伝わるように",saint-saens2604,,,,,,,,,,,,,,,,,,,,
2502,男性,はっきりとした,,"中年, 少しびっくりしたような口調",liszt7210,,,,,,,,,,,,,,,,,,,,
2503,男性,はきはきした,,"20代前半, 地震に満ちた感じ",rachmaninov2456,,,,,,,,,,,,,,,,,,,,
2506,女性,大きな,ハキハキ,"若い, 明るい",ravel2762,,,,,,,,,,,,,,,,,,,,
2507,女性,高い,速い,"若い, 紹介",ravel6788,,,,,,,,,,,,,,,,,,,,
2508,女性,,ゆっくりと,"若い成人, はっきりとした口調",rossini2214,,,,,,,,,,,,,,,,,,,,
2509,女性,キンキンした,,"成人, アナウンサーのようなしゃべり方",brahms6929,,,,,,,,,,,,,,,,,,,,
2510,女性,普通のトーン,,"30代ぐらい, しかっりしている, 真面目そう",schubert2627,,,,,,,,,,,,,,,,,,,,
2511,女性,,はきはき,"若い, 歯切れの良い感じ",schubert7808,,,,,,,,,,,,,,,,,,,,
2512,女性,聞き取りやすい,少し早口,30代,liszt3315,,,,,,,,,,,,,,,,,,,,
2513,女性,明るい,,"若い, 本を朗読するように",verdi0129,,,,,,,,,,,,,,,,,,,,
2514,女性,自信に満ちた,はきはき,若くて明るい,haydn2584,,,,,,,,,,,,,,,,,,,,
2515,女性,はきはきし落ち着いた,,"20歳代後半, 読み上げるように",handel7654,,,,,,,,,,,,,,,,,,,,
2516,女性,高い,はきはき,"若い, 朗読",badarzewska4172,,,,,,,,,,,,,,,,,,,,
2517,女性,ハキハキした,ゆっくり,30代,beethoven2208,,,,,,,,,,,,,,,,,,,,
2518,女性,よく通る,活舌良く,"若い, はつらつ",badarzewska0224,,,,,,,,,,,,,,,,,,,,
2519,女性,高い,,"若い, はっきり伝わる",shostakovich1200,,,,,,,,,,,,,,,,,,,,
2520,女性,抑揚のない,,攻めめるようにして話している,handel1758,女性,,はきはきとした,"中年, 明るい, 丁寧な説明",haydn0841,,,,,,,,,,,,,,,
2521,女性,,,"若い成人, はっきりした口調, 意見を述べるように",rachmaninov1605,,,,,,,,,,,,,,,,,,,,
